260,1
299,2
324,2.6
334,2.8
344,3
462,2.8
484,2.6
502,2.4
520,2.2
542,2
560,1.8
586,1.6
613,1.4
641,1.2
674,1
710,0.8
748,0.6
798,0.2
832,0
