136038,-0.16,-0.35,-10.87,0.07,-0.06,-0.24,282.45,23.90
137099,0.08,-0.16,-10.00,0.01,-0.06,-0.01,282.40,23.90
138160,0.12,-0.08,-9.92,0.01,-0.06,-0.01,282.42,23.90
139220,0.12,-0.12,-9.96,0.01,-0.06,-0.01,282.40,23.90
140281,0.47,0.04,-9.81,0.02,-0.08,-0.18,282.46,23.90
141341,0.12,-0.04,-9.96,0.02,-0.06,-0.01,282.43,23.90
142402,0.08,-0.04,-9.85,0.01,-0.06,-0.01,282.42,23.90
143479,0.12,-0.08,-9.92,0.01,-0.06,-0.01,282.46,23.90
144539,0.12,0.00,-9.89,0.01,-0.06,-0.01,282.44,23.90
145600,0.08,-0.08,-9.89,0.01,-0.06,-0.01,282.44,23.90
146660,0.00,-0.08,-9.89,0.01,-0.06,-0.01,282.42,23.90
147721,0.12,-0.04,-9.92,0.01,-0.06,-0.01,282.43,23.90
148782,0.12,-0.04,-9.96,0.01,-0.06,-0.01,282.41,23.90
149842,0.16,-0.08,-10.00,0.01,-0.06,-0.02,282.45,23.90
150903,0.12,-0.04,-9.96,0.01,-0.06,-0.01,282.43,23.90
151963,0.08,-0.04,-9.92,0.01,-0.06,-0.01,282.40,23.90
153044,0.12,-0.12,-9.96,0.01,-0.06,-0.01,282.44,23.90
154105,0.00,-0.12,-9.92,0.01,-0.06,-0.01,282.43,23.90
155165,0.08,0.04,-9.96,0.01,-0.06,-0.01,282.44,23.90
156226,0.04,-0.27,-9.96,0.01,-0.06,-0.01,282.46,23.90
157286,-0.04,0.00,-9.89,0.00,-0.06,-0.01,282.41,23.90
158371,0.08,-0.24,-9.96,0.01,-0.06,-0.01,282.44,23.90
159432,0.31,-0.20,-9.96,0.01,-0.06,-0.01,282.47,23.90
160493,-0.04,0.00,-9.89,0.01,-0.06,-0.01,282.40,23.90
161554,-0.04,-0.08,-9.89,0.01,-0.06,-0.01,282.43,23.90
162620,0.08,-0.04,-10.04,0.01,-0.06,-0.01,282.45,23.90
163692,0.12,-0.12,-10.08,0.01,-0.06,-0.01,282.43,23.90
164753,0.16,-0.20,-9.89,0.01,-0.06,-0.01,282.42,23.90
165813,0.16,-0.24,-9.96,0.01,-0.06,-0.01,282.45,23.90
166874,0.08,-0.16,-10.00,0.01,-0.06,-0.01,282.42,23.90
167934,0.08,0.12,-9.85,0.01,-0.06,-0.01,282.40,23.90
168995,0.08,-0.12,-9.85,0.01,-0.06,-0.01,282.45,23.90
170056,0.24,-0.31,-9.96,0.01,-0.06,-0.01,282.44,23.90
171116,0.16,-0.24,-9.96,0.01,-0.06,-0.01,282.44,23.90
172177,0.08,-0.08,-10.00,0.01,-0.06,-0.01,282.42,23.90
173243,0.04,-0.12,-9.89,0.01,-0.06,-0.01,282.43,23.90
174303,0.08,0.00,-9.92,0.01,-0.06,-0.01,282.46,23.90
175364,0.16,-0.24,-9.96,0.01,-0.06,-0.01,282.43,23.90
176424,0.12,-0.16,-9.89,0.01,-0.06,-0.01,282.41,23.90
177485,0.16,-0.16,-9.81,0.01,-0.06,-0.01,282.43,23.90
178545,0.08,0.00,-9.81,0.00,-0.06,-0.01,282.43,23.90
179606,0.12,-0.04,-9.85,0.01,-0.06,-0.01,282.44,23.90
180666,0.08,-0.12,-10.04,0.01,-0.06,-0.01,282.41,23.90
181727,0.12,-0.16,-9.96,0.01,-0.06,-0.01,282.44,23.90
182794,0.08,-0.12,-10.00,0.01,-0.06,-0.01,282.43,23.90
183854,0.12,-0.24,-9.85,0.01,-0.06,-0.01,282.41,23.90
184914,0.12,-0.16,-9.92,0.01,-0.06,-0.01,282.43,23.90
185975,0.00,-0.08,-9.85,0.01,-0.06,-0.01,282.41,23.90
187036,0.08,-0.12,-10.00,0.01,-0.06,-0.01,282.45,23.90
188096,0.08,-0.12,-9.89,0.01,-0.06,-0.01,282.45,23.90
189157,0.16,-0.12,-10.00,0.01,-0.06,-0.01,282.46,23.90
190217,0.12,-0.08,-9.96,0.01,-0.06,-0.01,282.47,23.90
191278,0.08,-0.12,-9.96,0.01,-0.06,-0.01,282.46,23.90
192344,0.04,0.08,-9.92,0.01,-0.06,-0.02,282.43,23.90
193404,0.08,-0.04,-9.85,0.01,-0.06,-0.01,282.42,23.90
194465,0.08,-0.04,-10.12,0.01,-0.06,-0.01,282.43,23.90
195525,-0.04,0.47,-9.81,0.02,-0.08,0.00,282.43,23.90
196586,-0.04,-0.43,-10.28,0.03,-0.07,-0.06,282.46,23.90
197647,0.04,-0.16,-9.85,0.01,-0.06,-0.01,282.45,23.90
198718,0.00,-0.12,-9.96,0.01,-0.06,-0.02,282.51,23.90
199779,0.04,-0.16,-9.92,0.01,-0.06,-0.01,282.45,23.90
200854,0.16,-0.20,-9.85,0.01,-0.06,-0.02,282.47,23.90
201915,0.08,-0.08,-9.92,0.01,-0.06,-0.01,282.43,23.90
202981,0.04,0.00,-9.92,0.01,-0.06,-0.02,282.42,23.90
204042,0.08,-0.24,-9.92,0.01,-0.06,-0.01,282.46,23.90
205127,0.00,-0.08,-9.92,0.01,-0.06,-0.01,282.46,23.90
206187,0.08,-0.20,-9.96,0.01,-0.06,-0.02,282.43,23.90
207248,-0.04,-0.04,-9.92,0.01,-0.06,-0.01,282.43,23.90
208308,0.08,-0.16,-10.12,0.01,-0.06,-0.01,282.45,23.90
209369,0.12,-0.12,-10.00,0.01,-0.06,-0.01,282.44,23.90
210429,0.00,0.12,-9.92,0.01,-0.06,-0.01,282.49,23.90
211490,0.16,-0.24,-9.85,0.01,-0.06,-0.02,282.45,23.90
212556,0.00,-0.16,-9.85,0.01,-0.06,-0.01,282.45,23.90
213616,0.00,-0.04,-9.92,0.01,-0.06,-0.01,282.48,23.90
214677,0.16,-0.12,-10.16,0.01,-0.06,-0.02,282.47,23.90
215738,0.12,-0.31,-9.96,0.01,-0.04,-0.01,282.47,23.90
216798,0.04,-0.20,-9.85,0.01,-0.06,-0.01,282.41,23.90
217859,0.04,-0.24,-9.85,0.01,-0.06,-0.02,282.44,23.90
218919,0.04,-0.12,-9.85,0.01,-0.06,-0.01,282.45,23.90
219980,0.16,-0.24,-9.96,0.01,-0.06,-0.01,282.50,23.90
221040,-0.12,0.00,-9.96,0.02,-0.06,-0.01,282.44,23.90
222106,0.04,-0.08,-9.92,0.01,-0.06,-0.01,282.46,23.90
223167,0.27,0.00,-10.08,0.00,-0.06,-0.01,282.48,23.90
224227,0.04,-0.27,-10.12,0.01,-0.06,-0.01,282.46,23.90
225288,-0.12,-0.20,-10.00,-0.03,-0.05,-0.02,282.45,23.90
226348,-0.20,0.24,-9.77,-0.01,-0.05,0.05,282.50,23.90
227421,-0.16,-0.08,-10.16,-0.02,-0.04,-0.07,282.45,23.90
228481,0.63,0.20,-10.20,0.12,-0.08,-0.39,282.45,23.90
229542,0.35,-0.12,-10.08,0.00,-0.06,0.00,282.43,23.90
230602,0.20,-0.27,-10.12,0.01,-0.06,-0.01,282.45,23.90
231669,-0.08,-0.16,-9.92,0.00,-0.07,0.05,282.45,23.90
232729,-0.08,0.27,-9.92,-0.01,-0.06,-0.04,282.44,23.90
233790,0.00,0.08,-9.96,-0.00,-0.07,0.00,282.46,23.90
234850,0.16,-0.08,-10.16,0.01,-0.06,-0.02,282.48,23.90
235911,0.27,-0.12,-10.16,0.01,-0.06,-0.01,282.45,23.90
236971,0.12,-0.12,-9.73,0.01,-0.06,-0.02,282.44,23.90
238032,0.16,-0.12,-9.81,0.01,-0.06,-0.01,282.44,23.90
239092,0.16,-0.08,-9.77,0.01,-0.06,-0.01,282.47,23.90
240153,0.08,-0.12,-9.81,0.01,-0.06,-0.01,282.47,23.90
241214,0.20,-0.08,-10.04,0.01,-0.06,-0.01,282.49,23.90
242280,0.12,-0.04,-9.92,0.01,-0.06,-0.01,282.49,23.90
243340,0.16,-0.16,-10.36,0.01,-0.06,-0.01,282.49,23.90
244401,0.20,0.00,-10.20,0.01,-0.06,-0.01,282.50,23.90
245461,0.24,0.04,-9.61,0.03,-0.05,0.12,282.52,23.90
246522,0.16,-0.16,-9.96,0.01,-0.06,-0.01,282.49,23.90
247582,0.00,0.00,-9.77,0.01,-0.06,-0.01,282.45,23.90
248658,0.12,-0.04,-9.92,0.01,-0.06,-0.01,282.50,23.90
249719,0.12,-0.12,-10.04,0.01,-0.06,-0.01,282.53,23.90
250779,0.16,-0.08,-9.85,0.01,-0.06,-0.01,282.49,23.90
251870,0.20,-0.08,-10.00,0.01,-0.06,-0.01,282.48,23.90
252941,0.20,-0.08,-9.77,0.01,-0.06,-0.01,282.47,23.90
254001,0.16,-0.04,-10.00,0.01,-0.06,-0.01,282.47,23.90
255062,0.20,-0.12,-10.00,0.00,-0.07,-0.01,282.48,23.90
256123,0.24,-0.12,-9.89,0.01,-0.06,-0.01,282.57,23.90
257183,0.20,-0.04,-9.96,0.01,-0.06,-0.01,282.49,23.90
258244,0.24,-0.04,-9.92,0.01,-0.06,-0.01,282.55,23.90
259305,0.08,-0.08,-9.92,0.01,-0.06,-0.01,282.48,23.90
260366,0.16,-0.04,-9.92,0.01,-0.06,-0.01,282.55,23.90
261432,0.08,-0.04,-10.04,0.01,-0.06,-0.01,282.55,23.90
262492,0.04,-0.04,-10.04,0.01,-0.06,-0.01,282.52,23.90
263553,0.16,-0.16,-9.96,0.01,-0.06,-0.01,282.52,23.90
264614,0.08,-0.08,-10.12,0.01,-0.06,-0.01,282.51,23.90
265674,0.04,-0.08,-9.92,0.01,-0.06,-0.02,282.54,23.90
266735,0.16,-0.12,-9.77,0.01,-0.06,-0.01,282.52,23.90
267795,0.08,0.00,-9.92,0.01,-0.06,-0.01,282.49,23.90
268856,0.16,-0.08,-10.00,0.01,-0.06,-0.01,282.56,23.90
269916,-1.06,-0.67,-10.04,-0.05,-0.17,0.42,282.53,23.90
270983,0.08,-0.27,-9.96,0.04,-0.05,-0.03,282.51,23.90
272043,-0.20,0.63,-9.96,0.04,-0.06,0.13,282.54,23.90
273104,0.24,-0.08,-9.92,0.01,-0.06,-0.01,282.54,23.90
274164,0.20,-0.08,-9.81,0.01,-0.06,-0.01,282.50,23.90
275225,0.16,-0.04,-9.85,0.01,-0.06,-0.01,282.50,23.90
276285,0.20,-0.04,-10.00,0.01,-0.06,-0.01,282.54,23.90
277346,0.20,-0.04,-9.89,0.01,-0.06,-0.01,282.49,23.90
278406,0.20,-0.08,-10.00,0.01,-0.06,-0.01,282.51,23.90
279467,0.24,-0.08,-10.00,0.01,-0.06,-0.01,282.49,23.90
280528,0.20,-0.04,-9.92,0.01,-0.06,-0.01,282.51,23.90
281594,0.20,-0.08,-9.96,0.01,-0.06,-0.01,282.56,23.90
282654,0.24,-0.12,-9.96,0.01,-0.06,-0.01,282.46,23.90
283715,0.20,0.00,-9.96,0.00,-0.06,-0.01,282.58,23.90
284775,0.20,-0.08,-9.96,0.01,-0.06,-0.01,282.56,23.90
285836,0.24,0.00,-9.81,0.01,-0.06,-0.01,282.52,23.90
286896,0.24,-0.04,-9.77,0.01,-0.06,-0.01,282.55,23.90
287957,0.27,-0.12,-9.85,0.01,-0.06,-0.01,282.53,23.90
289018,0.24,0.00,-10.04,0.01,-0.06,-0.01,282.57,23.90
290078,0.27,-0.12,-10.00,0.01,-0.06,-0.01,282.56,23.90
291156,0.20,-0.04,-9.92,0.01,-0.06,-0.01,282.55,23.90
292217,0.27,-0.08,-9.89,0.01,-0.06,-0.01,282.57,23.90
293277,0.31,-0.12,-10.12,0.01,-0.06,-0.01,282.62,23.90
294338,0.20,-0.12,-9.96,0.01,-0.06,-0.01,282.61,23.90
295398,0.24,-0.12,-9.81,0.01,-0.06,-0.01,282.59,23.90
296474,0.24,-0.16,-9.89,0.01,-0.06,-0.01,282.58,23.90
297534,0.20,-0.12,-9.92,0.02,-0.06,-0.01,282.56,23.90
298619,0.24,-0.16,-9.81,0.01,-0.06,-0.01,282.60,23.90
299680,0.20,-0.12,-10.00,0.01,-0.06,-0.01,282.57,23.90
300746,0.16,-0.08,-10.04,0.01,-0.06,-0.01,282.62,23.90
301806,0.20,-0.08,-10.00,0.01,-0.06,-0.01,282.62,23.90
302867,0.24,-0.04,-9.92,0.01,-0.06,-0.01,282.64,23.90
303927,0.16,-0.08,-9.96,0.01,-0.06,-0.01,282.61,23.90
304988,0.16,-0.08,-9.92,0.01,-0.06,-0.01,282.59,23.90
306049,0.24,-0.08,-9.92,0.01,-0.06,-0.01,282.58,23.90
307109,0.16,-0.16,-9.89,0.01,-0.06,-0.01,282.62,23.90
308181,0.31,-0.12,-9.85,0.01,-0.06,-0.01,282.63,23.90
309241,0.16,-0.08,-9.92,0.01,-0.06,-0.01,282.61,23.90
310302,0.16,-0.08,-9.96,0.01,-0.06,-0.01,282.63,23.90
311361,0.27,-0.08,-9.89,0.01,-0.06,-0.01,282.61,23.90
312421,0.24,-0.12,-9.89,0.01,-0.06,-0.02,282.56,23.90
313482,0.20,-0.08,-9.89,0.01,-0.06,-0.01,282.61,23.90
314543,0.16,-0.16,-9.85,0.01,-0.06,-0.01,282.62,23.90
315603,0.24,0.04,-9.89,0.01,-0.06,-0.01,282.60,23.90
316664,0.20,-0.08,-9.77,0.01,-0.06,-0.01,282.57,23.90
317724,0.24,-0.04,-9.81,0.01,-0.06,-0.01,282.61,23.90
318785,0.24,-0.04,-9.81,0.01,-0.06,-0.01,282.61,23.90
319846,0.20,0.00,-9.81,0.01,-0.06,-0.01,282.65,23.90
320912,0.12,-0.08,-9.81,0.01,-0.06,-0.01,282.63,23.90
321972,0.16,-0.04,-9.85,0.01,-0.06,-0.01,282.62,23.90
323033,0.20,-0.12,-9.92,0.01,-0.06,-0.01,282.65,23.90
324093,0.16,-0.08,-9.89,0.01,-0.06,-0.01,282.61,23.90
325154,0.24,-0.04,-9.85,0.01,-0.06,-0.01,282.63,23.90
326215,0.24,-0.04,-9.81,0.01,-0.06,-0.01,282.63,23.90
327275,0.27,-0.08,-9.96,0.01,-0.06,-0.01,282.61,23.90
328336,0.12,0.00,-9.92,0.01,-0.06,-0.01,282.60,23.90
329396,0.20,-0.04,-10.04,0.01,-0.06,-0.01,282.62,23.90
330462,0.20,0.00,-9.81,0.01,-0.06,-0.01,282.66,23.90
331523,0.27,-0.16,-9.92,0.01,-0.06,-0.01,282.64,23.90
332583,0.20,-0.04,-9.89,0.01,-0.06,-0.01,282.64,23.90
333644,0.16,-0.12,-9.89,0.01,-0.06,-0.01,282.65,23.90
334704,0.27,-0.08,-9.69,0.01,-0.06,-0.01,282.68,23.90
335765,0.24,-0.04,-9.81,0.01,-0.06,-0.01,282.63,23.90
336826,0.20,-0.12,-9.89,0.01,-0.06,-0.01,282.65,23.90
337886,0.12,-0.12,-9.96,0.01,-0.06,-0.01,282.66,23.90
338947,0.20,-0.04,-9.85,0.01,-0.06,-0.01,282.68,23.90
340044,0.16,-0.04,-9.89,0.01,-0.06,-0.01,282.69,23.90
341105,0.16,0.04,-9.92,0.01,-0.06,-0.02,282.67,23.90
342165,0.20,-0.04,-9.77,0.01,-0.06,-0.01,282.69,23.90
343241,0.27,-0.04,-9.92,0.01,-0.05,-0.01,282.69,23.90
344302,0.20,0.00,-9.85,0.01,-0.06,-0.01,282.72,23.90
345387,0.27,-0.04,-9.89,0.01,-0.05,-0.01,282.71,23.90
346447,0.24,-0.04,-9.85,0.01,-0.06,-0.01,282.67,23.90
347508,0.24,-0.12,-9.89,0.01,-0.06,-0.01,282.73,23.90
348569,0.20,-0.04,-9.85,0.01,-0.06,-0.01,282.67,23.90
349629,0.20,-0.04,-9.85,0.01,-0.06,-0.01,282.71,23.90
350695,0.16,-0.04,-9.77,0.01,-0.06,-0.01,282.66,23.90
351756,0.24,-0.04,-9.85,0.01,-0.06,-0.01,282.69,23.90
352816,0.24,-0.04,-9.92,0.01,-0.06,-0.01,282.68,23.90
353877,0.16,-0.08,-9.89,0.01,-0.06,-0.01,282.64,23.90
354938,0.27,-0.08,-9.85,0.01,-0.06,-0.01,282.70,23.90
356010,0.24,-0.04,-9.81,0.01,-0.06,-0.01,282.67,23.90
357071,0.31,-0.12,-9.85,0.01,-0.06,-0.01,282.70,23.90
358132,0.24,-0.08,-9.81,0.01,-0.06,-0.01,282.71,23.90
359192,0.16,-0.08,-9.96,0.01,-0.06,-0.01,282.71,23.90
360258,0.31,-0.08,-9.77,0.01,-0.06,-0.01,282.68,23.90
361318,0.16,0.00,-9.89,0.01,-0.06,-0.01,282.67,23.90
362379,0.20,0.00,-9.85,0.01,-0.06,-0.01,282.74,23.90
363440,0.27,-0.04,-9.92,0.01,-0.06,-0.01,282.71,23.90
364511,0.20,-0.20,-10.08,0.01,-0.06,-0.01,282.73,23.90
365572,0.20,-0.12,-9.96,0.01,-0.06,-0.01,282.70,23.90
366633,0.31,-0.04,-9.85,0.01,-0.06,-0.01,282.67,23.90
367693,0.20,-0.08,-9.96,0.01,-0.06,-0.01,282.72,23.90
368754,0.24,-0.08,-9.81,0.01,-0.06,-0.01,282.76,23.90
369820,0.20,-0.04,-9.89,0.01,-0.06,-0.01,282.71,23.90
370880,0.16,-0.04,-9.85,0.01,-0.06,-0.01,282.73,23.90
371941,0.24,-0.04,-9.81,0.01,-0.06,-0.01,282.74,23.90
373001,0.20,-0.04,-9.92,0.01,-0.06,-0.01,282.72,23.90
374062,0.27,-0.08,-9.92,0.01,-0.06,-0.01,282.74,23.90
375123,0.20,-0.04,-9.92,0.01,-0.06,-0.02,282.70,23.90
376183,0.35,-0.08,-10.08,0.01,-0.06,-0.01,282.73,23.90
377244,0.20,-0.04,-9.92,0.01,-0.06,-0.01,282.69,23.90
378305,0.20,-0.04,-9.85,0.01,-0.06,-0.01,282.71,23.90
379365,0.20,-0.08,-9.85,0.01,-0.06,-0.01,282.75,23.90
380431,0.27,-0.04,-9.89,0.01,-0.06,-0.01,282.73,23.90
381492,0.16,-0.08,-9.85,0.01,-0.06,-0.01,282.70,23.90
382552,0.20,-0.08,-9.92,0.01,-0.06,-0.01,282.74,23.90
383613,0.20,-0.08,-9.85,0.01,-0.06,-0.01,282.74,23.90
384673,0.24,-0.04,-9.89,0.01,-0.06,-0.01,282.76,23.90
385734,0.16,-0.04,-9.81,0.01,-0.06,-0.01,282.79,23.90
386795,0.24,-0.08,-9.92,0.01,-0.06,-0.01,282.72,23.90
387855,0.12,-0.08,-9.81,0.01,-0.06,-0.01,282.73,23.90
388916,0.24,-0.08,-10.04,0.01,-0.06,-0.01,282.79,23.90
389982,0.16,-0.08,-9.89,0.01,-0.06,-0.01,282.69,23.90
391057,0.24,-0.12,-9.89,0.01,-0.06,-0.01,282.74,23.90
392142,0.24,-0.08,-9.85,0.01,-0.06,-0.01,282.75,23.90
393202,0.24,-0.08,-9.85,0.01,-0.06,-0.01,282.76,23.90
394263,0.24,-0.04,-9.85,0.01,-0.06,-0.01,282.77,23.90
395324,0.24,-0.08,-9.85,0.01,-0.06,-0.01,282.76,23.90
396384,0.20,-0.12,-9.96,0.01,-0.06,-0.01,282.75,23.90
397445,0.20,-0.08,-9.85,0.01,-0.06,-0.01,282.73,23.90
398506,0.12,-0.12,-9.89,0.01,-0.06,-0.01,282.73,23.90
399572,0.20,-0.08,-9.96,0.01,-0.06,-0.01,282.74,23.90
400632,0.24,-0.04,-9.92,0.01,-0.06,-0.01,282.75,23.90
401693,0.24,-0.08,-9.89,0.01,-0.06,-0.01,282.77,23.90
402753,0.20,-0.08,-9.92,0.01,-0.06,-0.01,282.77,23.90
403814,0.20,-0.04,-9.85,0.01,-0.06,-0.01,282.80,23.90
