10641,0.78,5.61,8.63,0.67,-0.52,0.40,992.47,24.90
10771,0.82,5.53,8.47,0.08,-0.08,0.03,992.44,24.90
10834,0.78,5.57,8.67,0.08,-0.09,0.03,992.40,25.00
10898,0.82,5.57,8.59,0.08,-0.07,0.03,992.45,25.00
10962,0.78,5.61,8.51,0.07,-0.08,0.03,992.47,25.00
11025,0.78,5.53,8.63,0.07,-0.08,0.03,992.51,25.00
11088,0.90,5.61,8.59,0.07,-0.09,0.03,992.48,25.00
11151,0.82,5.61,8.55,0.08,-0.06,0.02,992.49,25.00
11215,0.78,5.57,8.59,0.09,-0.07,0.03,992.55,25.00
11278,0.78,5.61,8.71,0.07,-0.09,0.03,992.56,25.00
11341,0.75,5.53,8.55,0.09,-0.07,0.03,992.53,25.00
11408,0.90,5.73,8.59,0.08,-0.08,0.03,992.55,25.00
11472,0.78,5.65,8.47,0.08,-0.07,0.03,992.51,25.00
11535,0.78,5.61,8.63,0.08,-0.08,0.03,992.60,25.00
11599,0.86,5.65,8.67,0.08,-0.08,0.03,992.56,25.00
11662,0.78,5.57,8.51,0.08,-0.08,0.03,992.60,25.00
11725,0.75,5.65,8.71,0.08,-0.08,0.03,992.59,25.00
11789,0.82,5.49,8.55,0.08,-0.08,0.03,992.65,25.00
11853,0.78,5.65,8.55,0.08,-0.07,0.03,992.62,25.00
11916,0.82,5.53,8.55,0.08,-0.07,0.03,992.66,25.00
11979,0.82,5.61,8.67,0.08,-0.07,0.02,992.58,25.00
12046,0.78,5.57,8.59,0.08,-0.07,0.03,992.59,25.00
12110,0.78,5.61,8.59,0.08,-0.08,0.03,992.64,25.00
12184,0.86,5.61,8.67,0.08,-0.08,0.03,992.59,25.00
12247,0.75,5.57,8.63,0.07,-0.08,0.02,992.64,25.00
12311,0.86,5.61,8.55,0.07,-0.09,0.03,992.59,25.00
12374,0.82,5.61,8.51,0.08,-0.09,0.03,992.65,25.00
12438,-0.27,8.75,8.08,0.34,1.07,0.17,992.67,25.00
12512,0.39,4.82,8.75,0.50,-0.24,-0.12,992.59,25.00
12576,-0.04,6.04,6.86,0.63,-0.11,0.08,992.66,25.00
12639,0.31,6.20,8.67,0.61,-0.15,0.03,992.69,25.00
12706,-0.82,6.35,5.10,0.47,-0.26,-0.17,992.65,25.00
12770,0.00,0.78,0.47,-0.02,0.11,0.25,992.67,25.00
12833,0.47,2.75,5.61,0.36,-0.11,-0.01,992.60,25.00
12897,-0.20,7.18,5.77,-0.26,-0.01,0.10,992.67,25.00
12960,0.47,6.59,7.34,1.44,-0.09,0.28,992.69,25.00
13024,0.35,5.61,9.14,-0.66,-0.05,-0.07,992.68,25.00
13087,0.31,6.00,8.71,-0.21,-0.04,0.02,992.64,25.00
13151,0.31,6.47,7.57,0.02,-0.33,-0.35,992.69,25.00
13214,0.27,6.32,7.81,0.07,-0.07,0.03,992.66,25.00
13281,0.20,6.71,7.69,0.32,-0.07,0.15,992.66,25.00
13345,-0.04,7.26,7.22,1.59,0.23,0.42,992.65,25.00
13408,0.31,8.00,5.77,0.73,0.47,0.59,992.65,25.00
13472,-0.75,5.96,5.88,0.04,1.65,1.68,992.67,25.00
13535,1.18,5.26,8.71,-0.57,-0.98,-1.00,992.70,25.00
13599,0.24,7.88,6.00,0.74,0.35,0.52,992.71,25.00
13662,0.27,7.30,6.90,0.44,0.17,0.30,992.71,25.00
13726,0.47,7.34,7.26,-0.65,0.00,0.08,992.74,25.00
13789,-0.16,5.96,4.39,-0.66,-1.78,-2.07,992.70,25.00
13852,0.35,6.63,7.65,0.38,-0.29,-0.22,992.71,25.00
13930,0.55,5.88,8.55,-0.38,-0.32,-0.31,992.71,25.00
13993,0.35,6.35,8.08,0.23,0.01,0.14,992.71,25.00
14057,0.35,6.39,7.88,-0.05,-0.07,0.03,992.76,25.00
14120,0.35,6.32,8.08,0.16,-0.07,0.03,992.76,25.00
14184,0.27,6.24,8.16,0.05,-0.07,0.03,992.71,25.00
14259,0.27,6.32,8.16,0.03,-0.07,0.03,992.72,25.00
14322,0.35,6.28,8.28,-0.00,-0.08,0.03,992.75,25.00
14385,0.35,6.32,7.92,0.10,-0.07,0.03,992.76,25.00
14449,0.27,6.35,8.00,0.08,-0.07,0.03,992.75,25.00
14512,0.31,6.28,8.16,0.05,-0.08,0.02,992.80,25.00
14579,0.27,6.28,8.12,0.07,-0.07,0.03,992.69,25.00
14643,0.35,6.20,8.08,0.06,-0.08,0.02,992.76,25.00
14706,0.39,6.20,8.12,0.08,-0.08,0.03,992.74,25.00
14770,0.39,6.24,8.24,0.06,-0.07,0.03,992.76,25.00
14833,0.35,6.28,8.16,0.07,-0.08,0.03,992.69,25.00
14897,0.31,6.28,8.08,0.05,-0.08,0.03,992.76,25.00
14960,0.35,6.20,8.12,0.01,-0.07,0.02,992.77,25.00
15023,0.24,6.16,8.20,0.07,-0.08,0.03,992.71,25.00
15087,0.24,6.16,8.28,0.05,-0.07,0.03,992.78,25.00
15150,0.35,6.12,8.28,0.07,-0.07,0.03,992.72,25.00
15217,0.35,6.12,8.08,0.06,-0.08,0.03,992.79,25.00
15281,0.24,6.20,8.24,0.05,-0.08,0.02,992.76,25.00
15345,0.35,6.08,8.16,0.05,-0.09,0.03,992.73,25.00
15408,0.27,6.12,8.28,0.08,-0.07,0.02,992.70,25.00
15472,0.35,6.16,8.32,0.05,-0.06,0.02,992.78,25.00
15535,0.31,6.04,8.32,0.05,-0.07,0.02,992.75,25.00
15609,0.35,6.12,8.24,0.08,-0.08,0.03,992.73,25.00
15673,0.31,6.08,8.32,0.05,-0.05,0.03,992.77,25.00
